name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2025-07-04,33.2,24.2,28.1,35.2,24.2,28.9,19.1,58.8,2.255,100,12.5,rain,0,0,29.5,22.3,204.8,1016.7,76,15.8,46.6,3.9,5,30,2025-07-04T05:21:08,2025-07-04T20:28:52,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-05,34.2,24.9,30,34.9,24.9,30.8,18.1,50.3,0,0,0,,0,0,49.3,32,213,1014.1,40.6,15.7,109.8,9.4,6,10,2025-07-05T05:21:45,2025-07-05T20:28:35,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-06,29.5,21.3,25.8,32.3,21.3,26.8,20,71,13.266,100,16.67,rain,0,0,41,24.8,264.5,1010.5,89.7,15.8,44.2,3.6,2,30,2025-07-06T05:22:23,2025-07-06T20:28:16,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-07,27.7,19.2,22.9,27.4,19.2,22.9,15.2,63.6,0,0,0,,0,0,35.6,22.8,27.5,1015.9,67.6,16,112.6,9.5,6,10,2025-07-07T05:23:02,2025-07-07T20:27:55,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-08,28.6,21.1,24.7,29.6,21.1,24.9,17.4,64.7,1.529,100,33.33,rain,0,0,41.6,19,226,1016.7,78,15.6,77.3,6.6,6,10,2025-07-08T05:23:42,2025-07-08T20:27:31,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-09,28.1,21.5,23.5,29.6,21.5,23.6,19.4,78.3,0.054,100,4.17,rain,0,0,32,19.9,25.2,1015.2,81.5,14.4,106.1,9.2,8,30,2025-07-09T05:24:24,2025-07-09T20:27:06,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-10,28.4,20.7,24.2,28.8,20.7,24.4,17.2,66.3,5.833,100,16.67,rain,0,0,55.4,21.2,61.9,1013.8,84.2,15.4,107.3,9.2,7,10,2025-07-10T05:25:07,2025-07-10T20:26:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-11,32.7,22,26.7,35.6,22,27.9,21.1,73.5,28.501,100,33.33,rain,0,0,49.6,24.6,204.1,1010.9,90.9,14.2,79.7,6.9,7,60,2025-07-11T05:25:52,2025-07-11T20:26:09,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-12,28.4,21.9,25.3,30.2,21.9,25.8,19.9,72.5,0.811,100,12.5,rain,0,0,31.7,23.1,247.4,1010.7,82.7,16,57.4,4.9,3,30,2025-07-12T05:26:37,2025-07-12T20:25:38,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,KPWK,74466504838"
"Chicago, IL, United States",2025-07-13,27.7,20.8,24.8,27.7,20.8,24.8,15.9,59.4,0,0,0,,0,0,29.5,16.9,274.8,1015,67.8,16,88.4,7.8,4,10,2025-07-13T05:27:24,2025-07-13T20:25:04,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-14,30.5,19.2,25.4,29.6,19.2,25.2,14.7,54.1,0,0,0,,0,0,19.4,15.6,242.2,1016.9,4,14.3,115.5,9.9,7,10,2025-07-14T05:28:11,2025-07-14T20:24:29,0.64,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-15,33.1,22.5,27.9,34.9,22.5,29.1,19,59,0,0,0,,0,0,31.7,20.9,160.9,1015.1,46,15.9,97.4,8.4,6,30,2025-07-15T05:29:00,2025-07-15T20:23:51,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-16,33,23.3,27.1,36.1,23.3,28.3,21.8,73.9,5.984,100,12.5,rain,0,0,76.3,26.7,218.6,1009.4,81.9,15.3,85,7.2,5,60,2025-07-16T05:29:49,2025-07-16T20:23:12,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-17,24.4,18.4,21.1,24.4,18.4,21.1,16.1,73.6,0,0,0,,0,0,40,22.9,9.8,1015.6,95,15.8,31.8,2.7,3,10,2025-07-17T05:30:40,2025-07-17T20:22:30,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-18,26.9,15.9,22,27.5,15.9,22,15.1,65.8,0,0,0,,0,0,23,16.1,66,1018.6,54.3,16,72.3,6.1,5,10,2025-07-18T05:31:31,2025-07-18T20:21:47,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-19,29.1,23.6,25.8,30.9,23.6,26.4,20.2,71.5,4.373,100,12.5,rain,0,0,37.8,18.9,225.9,1013.1,78.1,15.5,25.1,1.9,1,30,2025-07-19T05:32:24,2025-07-19T20:21:02,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-20,24.9,21.3,23,24.9,21.3,23,18.6,77,0.862,100,12.5,rain,0,0,32.4,21.4,29,1014.2,75.8,15.8,33.7,3,1,10,2025-07-20T05:33:17,2025-07-20T20:20:15,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-21,27.9,19.9,23.9,27.9,19.9,24,16.4,64.4,0,0,0,,0,0,32.8,21.2,74.1,1016.5,53.2,15.1,119.7,10.3,8,10,2025-07-21T05:34:10,2025-07-21T20:19:26,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-22,30.7,22.3,26.3,31.1,22.3,26.5,17,58.1,0,0,0,,0,0,36.5,19,141.8,1017.2,43,15.3,113.2,9.7,7,10,2025-07-22T05:35:05,2025-07-22T20:18:35,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-23,33.9,23.1,28.9,40.6,23.1,32.4,20.5,60.6,0,0,0,,0,0,43.4,26.6,190.8,1015.7,48.8,16,106.9,9.1,7,75,2025-07-23T05:36:00,2025-07-23T20:17:42,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-24,34.5,24.3,28.3,39.4,24.3,30.9,22.8,73.2,6.238,100,8.33,rain,0,0,60.4,31.7,224.9,1014.3,59.8,15.8,67.3,5.6,7,75,2025-07-24T05:36:56,2025-07-24T20:16:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-25,28.1,23.8,25.6,30.4,23.8,26,22,80.6,62.898,100,16.67,rain,0,0,26.3,13.6,93.3,1015.5,90.6,14.6,59.9,5,6,30,2025-07-25T05:37:53,2025-07-25T20:15:51,0.03,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-26,28.8,23.2,25.7,31.1,23.2,26.3,21.5,78.4,2.742,100,16.67,rain,0,0,36.7,16.1,210.1,1014.4,88.4,14.5,31.8,2.8,1,30,2025-07-26T05:38:50,2025-07-26T20:14:53,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-27,31.5,24,27.5,36.5,24,30,22.8,76.1,0.089,100,4.17,rain,0,0,31.7,20.8,125.8,1015.5,80.2,16,96.3,8.4,6,30,2025-07-27T05:39:47,2025-07-27T20:13:53,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-28,33.5,26,28.8,38.3,26,31.2,22.5,70.2,0.159,100,12.5,rain,0,0,61.1,38.8,58.6,1016.4,64.4,15.9,30.8,2.8,1,75,2025-07-28T05:40:45,2025-07-28T20:12:52,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-29,33.6,22.6,28.9,36.7,22.6,30.4,19.3,57.2,0,0,0,,0,0,31.7,19.7,228.3,1018,60.9,16,85.8,7.4,7,60,2025-07-29T05:41:44,2025-07-29T20:11:49,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-30,27.8,21.4,25.3,30.1,21.4,25.9,20.6,75.7,3.617,100,29.17,rain,0,0,46.4,30.7,50.1,1017.2,91.1,14.4,24.7,2.2,1,30,2025-07-30T05:42:43,2025-07-30T20:10:44,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-31,25.3,20.5,22.3,25.3,20.5,22.3,14.8,63.7,0.282,100,8.33,rain,0,0,50.4,32.6,35.1,1021,52.7,8,83.5,7.1,5,10,2025-07-31T05:43:42,2025-07-31T20:09:38,0.22,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-01,24.2,18.8,21.7,24.2,18.8,21.7,11.8,54.9,0,0,0,,0,0,39.2,25.7,44.6,1026.4,34.8,12.5,82.2,7.2,5,10,2025-08-01T05:44:42,2025-08-01T20:08:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-02,26,16.4,21.7,26,16.4,21.7,10.2,50.3,0,0,0,,0,0,31.7,18.4,44.9,1026.2,58.2,15.4,89.1,7.7,6,10,2025-08-02T05:45:42,2025-08-02T20:07:21,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-03,26.2,17.9,22.5,26.2,17.9,22.5,12.8,55.8,0,0,0,,0,0,35.3,22.3,77.4,1021.3,12.9,15.2,77.6,6.7,5,10,2025-08-03T05:46:42,2025-08-03T20:06:10,0.32,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-04,27.5,20,24.1,27.8,20,24.1,14.9,57.8,0,0,0,,0,0,33.5,19.9,83.9,1019.8,84,15.3,72.4,6.2,7,10,2025-08-04T05:47:43,2025-08-04T20:04:58,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-05,28.3,20.1,24.6,27.9,20.1,24.6,16.1,61.4,0,0,0,,0,0,41.2,20.9,64.8,1022.4,18.6,14.2,78.7,7,5,10,2025-08-05T05:48:43,2025-08-05T20:03:44,0.38,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-06,30.9,20.7,25.8,30.8,20.7,26,17.6,62.6,0,0,0,,0,0,29.5,17.6,113,1022.6,43.5,13.1,77.5,6.6,6,30,2025-08-06T05:49:44,2025-08-06T20:02:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-07,32.2,23.9,28.4,34.8,23.9,29.8,19.9,60.5,0,0,0,,0,0,35.3,19.3,190.3,1019.2,75.9,16,69.3,5.9,4,60,2025-08-07T05:50:46,2025-08-07T20:01:13,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-08,33.4,24.1,29.1,35.9,24.1,30.7,20.8,62.4,0,0,0,,0,0,45.8,28.4,186.5,1015.9,45.1,15.8,75.5,6.8,5,60,2025-08-08T05:51:47,2025-08-08T19:59:55,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-09,34,25.4,29.6,37.1,25.4,31.5,20.4,58.2,0,0,0,,0,0,52.1,33.6,193.8,1015.2,29.3,16,76.9,6.5,7,60,2025-08-09T05:52:49,2025-08-09T19:58:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-10,32.1,25.9,28.9,34.8,25.9,30.8,21,62.8,0.295,100,8.33,rain,0,0,51.1,28.1,199.1,1015.8,77.8,16,63.5,5.5,4,30,2025-08-10T05:53:50,2025-08-10T19:57:15,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-08-11,31.7,23.6,27.7,33.6,23.6,28.8,20.4,65.7,4.784,100,8.33,rain,0,0,59,24.4,232.2,1015.2,80.7,15.8,68.5,6,7,30,2025-08-11T05:54:52,2025-08-11T19:55:54,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-08-12,30.1,23.1,25,33.1,23.1,25.5,21.4,80.8,4.906,100,20.83,rain,0,0,43.9,19.7,203.4,1013.1,79.3,15.2,31,2.7,2,60,2025-08-12T05:55:54,2025-08-12T19:54:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KIGQ"
"Chicago, IL, United States",2025-08-13,28.8,21.6,25.1,28.9,21.6,25.1,17.9,66.9,0,0,0,,0,0,26.3,17.3,30.2,1013.1,37.9,15.8,82.6,7.1,7,30,2025-08-13T05:56:56,2025-08-13T19:53:07,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-14,28.2,19.8,24.7,28.1,19.8,24.7,15.9,60.7,0,0,0,,0,0,33.5,16,60.6,1016.1,13.9,15.9,79.3,6.8,7,10,2025-08-14T05:57:58,2025-08-14T19:51:42,0.69,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-15,32.7,21.9,27.6,34.5,21.9,28.6,18.3,57.9,0,0,0,,0,0,34.4,19.1,192.7,1017.5,67.6,15.9,56.3,4.7,3,60,2025-08-15T05:59:00,2025-08-15T19:50:16,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-16,34.2,24.6,28.3,38.6,24.6,29.9,21.2,66.7,1.234,100,16.67,rain,0,0,69.1,27.3,245.5,1016.1,74.5,15.6,71.2,6.2,5,60,2025-08-16T06:00:03,2025-08-16T19:48:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-17,27.9,21.6,24.6,30.6,21.6,25,20.6,79,30.39,100,16.67,rain,0,0,64.1,52.4,45.3,1017.1,86.3,14.6,38.3,3.1,1,15,2025-08-17T06:01:05,2025-08-17T19:47:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-08-18,30,22.8,25,34.7,22.8,25.8,20.9,78.2,10.247,100,29.17,rain,0,0,47.4,21.6,151.8,1016.4,87.1,14.9,36.7,3.3,3,30,2025-08-18T06:02:07,2025-08-18T19:45:51,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-08-19,25.5,22.7,24.1,25.5,22.7,24.1,20.5,80.9,1.382,100,20.83,rain,0,0,31.7,20.7,353.1,1014.9,98.5,15.3,18.5,1.5,1,10,2025-08-19T06:03:09,2025-08-19T19:44:21,0.87,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-20,24.8,20.7,22.6,24.8,20.7,22.6,17.2,72.4,0,0,0,,0,0,42.8,30.2,23.4,1017.6,63.6,16,39.3,3.5,2,10,2025-08-20T06:04:11,2025-08-20T19:42:50,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-21,24.7,18.9,22.3,24.7,18.9,22.3,16.7,71.5,0,0,0,,0,0,35.3,26.1,32.4,1018.2,49.3,16,34.1,2.9,1,10,2025-08-21T06:05:14,2025-08-21T19:41:18,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-22,27.1,19.1,23.3,27.7,19.1,23.4,16.9,68.3,0,0,0,,0,0,17.3,14.8,227.7,1017.1,73.8,16,46.5,4.2,4,10,2025-08-22T06:06:16,2025-08-22T19:39:45,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-23,28.8,20.6,23.9,28.9,20.6,23.9,15.2,60,0,0,0,,0,0,49.4,28.2,278.1,1012.8,66.5,16,54.3,4.6,4,30,2025-08-23T06:07:18,2025-08-23T19:38:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-24,23.5,15.5,19.6,23.5,15.5,19.6,10.3,56.2,0,0,0,,0,0,44.9,26.3,295,1014.2,61.6,16,62.5,5.5,6,10,2025-08-24T06:08:20,2025-08-24T19:36:37,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-08-25,21,13.6,17.6,21,13.6,17.6,8.4,56.2,0,0,0,,0,0,36,20.1,308.3,1017.9,48.4,16,63,5.4,4,10,2025-08-25T06:09:22,2025-08-25T19:35:01,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-08-26,23.3,12.7,18.4,23.3,12.7,18.4,7.9,52.6,0,0,0,,0,0,37.1,23.6,309.4,1022,39.7,16,38.2,3.1,2,10,2025-08-26T06:10:24,2025-08-26T19:33:25,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-08-27,24,13.4,19.5,24,13.4,19.5,10.3,57,0,0,0,,0,0,33.5,19.5,257.3,1022.1,23.7,16,57.5,5,4,10,2025-08-27T06:11:26,2025-08-27T19:31:48,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,72534014819,USW00014819,KORD,KMDW,F1983,74466504838,KPWK,KIGQ"
"Chicago, IL, United States",2025-08-28,24.5,16.9,20.1,24.5,16.9,20.1,14.7,71.5,9.14,100,25,rain,0,0,38.2,22.1,5,1018.9,38.9,15.4,51.7,4.5,5,10,2025-08-28T06:12:28,2025-08-28T19:30:11,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-08-29,20.9,13.9,18.2,20.9,13.9,18.2,10.9,62.5,0,0,0,,0,0,33.5,17.4,65.5,1021,38.7,16,49.1,4.4,3,10,2025-08-29T06:13:30,2025-08-29T19:28:33,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KLOT,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-08-30,22.9,17.6,19.6,22.9,17.6,19.6,11.5,60,0,0,0,,0,0,23.8,16.7,61.8,1021,84.1,16,32.5,2.8,1,10,2025-08-30T06:14:32,2025-08-30T19:26:54,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KORD,KLOT,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-08-31,23.9,13.6,19.3,23.9,13.6,19.3,11.8,63.2,0,0,0,,0,0,29.5,15.7,57.9,1023.9,31.1,16,40.5,3.5,3,10,2025-08-31T06:15:34,2025-08-31T19:25:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KORD,KLOT,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-01,24.4,15.5,20.4,24.4,15.5,20.4,11.7,59.8,0,0,0,,0,0,33.5,15.6,63.9,1022.9,17.4,16,46.5,4,4,10,2025-09-01T06:16:36,2025-09-01T19:23:35,0.3,Clear,Clear conditions throughout the day.,clear-day,"KORD,KLOT,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-02,25.7,15.4,21.1,25.7,15.4,21.1,14.1,66,0,0,0,,0,0,14.8,14.3,38.9,1017.4,18.2,15.9,40.8,3.5,2,30,2025-09-02T06:17:38,2025-09-02T19:21:54,0.34,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KLOT,KMDW,F1983,KPWK,KIGQ,USW00004838"
"Chicago, IL, United States",2025-09-03,21.8,15.8,19.2,21.8,15.8,19.2,13.2,68.7,1.212,100,16.67,rain,0,0,45.7,31.2,261.4,1008.9,47.9,16,18.2,1.6,1,10,2025-09-03T06:18:40,2025-09-03T19:20:13,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-04,18.8,9.7,15.1,18.8,8,15,5.8,55.8,0,0,0,,0,0,37.7,20.7,276.3,1008.6,20.5,15.7,34.7,3,2,10,2025-09-04T06:19:41,2025-09-04T19:18:32,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-05,19.6,14,16.9,19.6,14,16.9,6.8,52,0,0,0,,0,0,46.8,33,264.3,1008.6,38.5,16,35.2,3,2,10,2025-09-05T06:20:43,2025-09-05T19:16:50,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-06,19.1,9.5,14.7,19.1,7.8,14.6,4.5,52.4,0,0,0,,0,0,42.3,24.4,277.5,1016.9,27.1,16,32.3,2.8,2,10,2025-09-06T06:21:45,2025-09-06T19:15:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-07,20.3,8.9,14.9,20.3,8.3,14.9,5.7,56,0,0,0,,0,0,32.3,15.5,320.3,1022.5,14.4,16,28.9,2.7,2,10,2025-09-07T06:22:47,2025-09-07T19:13:25,0.5,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-08,22,10.7,16.7,22,10.7,16.7,5.9,51.2,0,0,0,,0,0,31.7,14.9,182.7,1024.8,10.5,15.9,32,2.8,2,10,2025-09-08T06:23:49,2025-09-08T19:11:42,0.53,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KLOT,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-09,24.5,12,18.7,24.5,12,18.7,6.4,46.4,0,0,0,,0,0,29.2,15.4,182.9,1020.7,40.5,16,35.2,3,1,10,2025-09-09T06:24:50,2025-09-09T19:09:59,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KLOT,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-10,27.7,17.4,22.3,26.9,17.4,22.2,10.4,48.4,0,0,0,,0,0,23.4,19.2,133.5,1019.6,37.6,16,37.4,3,1,10,2025-09-10T06:25:52,2025-09-10T19:08:15,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-11,25.7,18.9,21.9,25.7,18.9,21.9,14.5,64.5,0,0,0,,0,0,30.6,18.1,49.5,1021.9,20.5,16,27.8,2.3,2,10,2025-09-11T06:26:54,2025-09-11T19:06:31,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
